time,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,angle16,angle17,angle18,angle19,angle20,angle21,angle22,angle23,angle24,distance
76.3000,-1.6815,2.7694,-0.7637,-2.4925,-0.5095,-2.9981,0.0568,2.0870,1.0333,1.3933,-1.0801,-0.1545,-1.5701,1.3261,0.1551,0.5692,0.2923,-1.5677,-1.8653,-1.5761,-1.0892,1.3797,-2.2177,-0.7220,-2.6979,25.4313
76.4000,-1.8834,2.6641,-0.9318,-2.2934,-0.5943,-3.1127,0.0810,2.2620,1.2506,1.4059,-0.9310,-0.2975,-1.4038,1.1776,0.0638,0.7932,0.5576,-1.7393,-1.7911,-1.3459,-1.3184,1.2832,-2.0394,-0.7184,-2.7192,24.5047
76.5000,-2.0853,2.5587,-1.0999,-2.0943,-0.6791,3.0559,0.1053,2.4371,1.4679,1.4184,-0.7818,-0.4406,-1.2375,1.0291,-0.0275,1.0172,0.8229,-1.9110,-1.7169,-1.1158,-1.5475,1.1868,-1.8612,-0.7148,-2.7406,23.2246
76.6000,-2.2871,2.4534,-1.2680,-1.8952,-0.7639,2.9413,0.1295,2.6121,1.6853,1.4310,-0.6327,-0.5836,-1.0712,0.8806,-0.1188,1.2412,1.0883,-2.0827,-1.6427,-0.8856,-1.7767,1.0903,-1.6829,-0.7113,-2.7619,21.7363
76.7000,-2.4890,2.3480,-1.4361,-1.6961,-0.8486,2.8267,0.1537,2.7872,1.9026,1.4436,-0.4836,-0.7267,-0.9049,0.7321,-0.2101,1.4652,1.3536,-2.2544,-1.5684,-0.6555,-2.0059,0.9938,-1.5046,-0.7077,-2.7832,20.1696
76.8000,-2.6909,2.2427,-1.6042,-1.4970,-0.9334,2.7121,0.1779,2.9622,2.1200,1.4561,-0.3344,-0.8697,-0.7386,0.5836,-0.3013,1.6892,1.6189,-2.4260,-1.4942,-0.4253,-2.2351,0.8974,-1.3264,-0.7041,-2.8046,18.6093
76.9000,-2.8928,2.1373,-1.7724,-1.2979,-1.0182,2.5975,0.2022,3.1373,2.3373,1.4687,-0.1853,-1.0128,-0.5723,0.4351,-0.3926,1.9132,1.8843,-2.5977,-1.4200,-0.1952,-2.4643,0.8009,-1.1481,-0.7006,-2.8259,17.0718
77.0000,-3.0946,2.0320,-1.9405,-1.0988,-1.1029,2.4829,0.2264,-2.9708,2.5547,1.4813,-0.0362,-1.1558,-0.4060,0.2866,-0.4839,2.1372,2.1496,-2.7694,-1.3458,0.0350,-2.6935,0.7044,-0.9699,-0.6970,-2.8473,15.4991
77.1000,2.9867,1.9266,-2.1086,-0.8997,-1.1877,2.3683,0.2506,-2.7958,2.7720,1.4939,0.1130,-1.2989,-0.2397,0.1381,-0.5752,2.3612,2.4149,-2.9411,-1.2716,0.2651,-2.9227,0.6080,-0.7916,-0.6934,-2.8686,13.7758
77.2000,2.7848,1.8213,-2.2767,-0.7006,-1.2725,2.2538,0.2749,-2.6207,2.9893,1.5064,0.2621,-1.4419,-0.0734,-0.0104,-0.6665,2.5852,2.6803,-3.1127,-1.1974,0.4953,3.1313,0.5115,-0.6133,-0.6899,-2.8900,11.7634
77.3000,2.5829,1.7159,-2.4448,-0.5015,-1.3573,2.1392,0.2991,-2.4457,-3.0765,1.5190,0.4113,-1.5849,0.0929,-0.1589,-0.7578,2.8093,2.9456,2.9988,-1.1231,0.7254,2.9021,0.4150,-0.4351,-0.6863,-2.9113,9.3365
77.4000,2.3810,1.6106,-2.6129,-0.3024,-1.4420,2.0246,0.3233,-2.2706,-2.8592,1.5316,0.5604,-1.7280,0.2592,-0.3074,-0.8491,3.0333,-3.0723,2.8271,-1.0489,0.9556,2.6729,0.3186,-0.2568,-0.6827,-2.9327,6.4123
77.5000,2.1791,1.5052,-2.7811,-0.1033,-1.5268,1.9100,0.3476,-2.0955,-2.6418,1.5441,0.7095,-1.8710,0.4255,-0.4559,-0.9404,-3.0259,-2.8069,2.6554,-0.9747,1.1857,2.4438,0.2221,-0.0785,-0.6791,-2.9540,2.9791
77.6000,1.9773,1.3999,-2.9492,0.0958,-1.6116,1.7954,0.3718,-1.9205,-2.4245,1.5567,0.8587,-2.0141,0.5918,-0.6044,-1.0317,-2.8019,-2.5416,2.4837,-0.9005,1.4159,2.2146,0.1257,0.0997,-0.6756,-2.9754,1.2106
77.7000,1.7754,1.2945,-3.1173,0.2949,-1.6964,1.6808,0.3960,-1.7454,-2.2071,1.5693,1.0078,-2.1571,0.7581,-0.7529,-1.1229,-2.5779,-2.2763,2.3121,-0.8263,1.6460,1.9854,0.0292,0.2780,-0.6720,-2.9967,5.4775
77.8000,1.5735,1.1892,2.9978,0.4940,-1.7811,1.5662,0.4202,-1.5704,-1.9898,1.5818,1.1569,-2.3002,0.9244,-0.9014,-1.2142,-2.3539,-2.0109,2.1404,-0.7521,1.8762,1.7562,-0.0673,0.4563,-0.6684,-3.0181,10.1449
77.9000,1.3716,1.0838,2.8297,0.6931,-1.8659,1.4516,0.4445,-1.3953,-1.7724,1.5944,1.3061,-2.4432,1.0907,-1.0499,-1.3055,-2.1299,-1.7456,1.9687,-0.6778,2.1063,1.5270,-0.1637,0.6345,-0.6649,-3.0394,14.9444
78.0000,1.1697,0.9785,2.6615,0.8923,-1.9507,1.3371,0.4687,-1.2203,-1.5551,1.6070,1.4552,-2.5863,1.2570,-1.1984,-1.3968,-1.9059,-1.4803,1.7970,-0.6036,2.3365,1.2978,-0.2602,0.8128,-0.6613,-3.0608,19.6768
78.1000,0.9679,0.8731,2.4934,1.0914,-2.0354,1.2225,0.4929,-1.0452,-1.3378,1.6195,1.6044,-2.7293,1.4233,-1.3469,-1.4881,-1.6819,-1.2150,1.6254,-0.5294,2.5666,1.0686,-0.3567,0.9911,-0.6577,-3.0821,24.1373
78.2000,0.7660,0.7677,2.3253,1.2905,-2.1202,1.1079,0.5172,-0.8701,-1.1204,1.6321,1.7535,-2.8724,1.5896,-1.4954,-1.5794,-1.4578,-0.9496,1.4537,-0.4552,2.7968,0.8394,-0.4531,1.1693,-0.6541,-3.1034,28.1238
78.3000,0.5641,0.6624,2.1572,1.4896,-2.2050,0.9933,0.5414,-0.6951,-0.9031,1.6447,1.9026,-3.0154,1.7559,-1.6439,-1.6707,-1.2338,-0.6843,1.2820,-0.3810,3.0269,0.6102,-0.5496,1.3476,-0.6506,-3.1248,31.4492
78.4000,0.3622,0.5570,1.9891,1.6887,-2.2898,0.8787,0.5656,-0.5200,-0.6857,1.6573,2.0518,3.1247,1.9222,-1.7924,-1.7620,-1.0098,-0.4190,1.1103,-0.3068,-3.0261,0.3811,-0.6461,1.5259,-0.6470,3.1370,33.9530
78.5000,0.1604,0.4517,1.8210,1.8878,-2.3745,0.7641,0.5898,-0.3450,-0.4684,1.6698,2.2009,2.9817,2.0885,-1.9409,-1.8533,-0.7858,-0.1536,0.9387,-0.2325,-2.7960,0.1519,-0.7425,1.7041,-0.6434,3.1157,35.5109
78.6000,-0.0415,0.3463,1.6528,2.0869,-2.4593,0.6495,0.6141,-0.1699,-0.2510,1.6824,2.3500,2.8386,2.2548,-2.0894,-1.9445,-0.5618,0.1117,0.7670,-0.1583,-2.5658,-0.0773,-0.8390,1.8824,-0.6399,3.0944,36.0422
78.7000,-0.2434,0.2410,1.4847,2.2860,-2.5441,0.5349,0.6383,0.0051,-0.0337,1.6950,2.4992,2.6956,2.4211,-2.2379,-2.0358,-0.3378,0.3770,0.5953,-0.0841,-2.3357,-0.3065,-0.9355,2.0607,-0.6363,3.0730,35.5155
78.8000,-0.4453,0.1356,1.3166,2.4851,-2.6288,0.4203,0.6625,0.1802,0.1837,1.7075,2.6483,2.5525,2.5874,-2.3864,-2.1271,-0.1138,0.6424,0.4236,-0.0099,-2.1055,-0.5357,-1.0319,2.2389,-0.6327,3.0517,33.9506
78.9000,-0.6472,0.0303,1.1485,2.6842,-2.7136,0.3058,0.6868,0.3553,0.4010,1.7201,2.7975,2.4095,2.7537,-2.5349,-2.2184,0.1102,0.9077,0.2520,0.0643,-1.8754,-0.7649,-1.1284,2.4172,-0.6292,3.0303,31.4182
79.0000,-0.8490,-0.0751,0.9804,2.8833,-2.7984,0.1912,0.7110,0.5303,0.6183,1.7327,2.9466,2.2665,2.9200,-2.6834,-2.3097,0.3342,1.1730,0.0803,0.1385,-1.6452,-0.9941,-1.2248,2.5955,-0.6256,3.0090,28.0371
79.1000,-1.0509,-0.1804,0.8123,3.0824,-2.8832,0.0766,0.7352,0.7054,0.8357,1.7452,3.0957,2.1234,3.0863,-2.8319,-2.4010,0.5582,1.4383,-0.0914,0.2128,-1.4151,-1.2233,-1.3213,2.7737,-0.6220,2.9876,23.9684
79.2000,-1.2528,-0.2858,0.6441,-3.0017,-2.9679,-0.0380,0.7594,0.8804,1.0530,1.7578,-3.0383,1.9804,-3.0306,-2.9804,-2.4923,0.7822,1.7037,-0.2631,0.2870,-1.1849,-1.4525,-1.4178,2.9520,-0.6184,2.9663,19.4100
79.3000,-1.4547,-0.3911,0.4760,-2.8026,-3.0527,-0.1526,0.7837,1.0555,1.2704,1.7704,-2.8892,1.8373,-2.8643,-3.1289,-2.5836,1.0063,1.9690,-0.4348,0.3612,-0.9548,-1.6817,-1.5142,3.1303,-0.6149,2.9449,14.5915
79.4000,-1.6566,-0.4965,0.3079,-2.6035,-3.1375,-0.2672,0.8079,1.2306,1.4877,1.7830,-2.7400,1.6943,-2.6980,3.0058,-2.6749,1.2303,2.2343,-0.6064,0.4354,-0.7246,-1.9108,-1.6107,-2.9747,-0.6113,2.9236,9.7850
79.5000,-1.8584,-0.6018,0.1398,-2.4043,3.0609,-0.3818,0.8321,1.4056,1.7051,1.7955,-2.5909,1.5512,-2.5317,2.8573,-2.7661,1.4543,2.4997,-0.7781,0.5096,-0.4945,-2.1400,-1.7072,-2.7964,-0.6077,2.9022,5.4095
79.6000,-2.0603,-0.7072,-0.0283,-2.2052,2.9762,-0.4964,0.8564,1.5807,1.9224,1.8081,-2.4418,1.4082,-2.3654,2.7088,-2.8574,1.6783,2.7650,-0.9498,0.5838,-0.2643,-2.3692,-1.8036,-2.6181,-0.6042,2.8809,2.9892
79.7000,-2.2622,-0.8125,-0.1964,-2.0061,2.8914,-0.6109,0.8806,1.7557,2.1397,1.8207,-2.2926,1.2651,-2.1991,2.5603,-2.9487,1.9023,3.0303,-1.1215,0.6581,-0.0342,-2.5984,-1.9001,-2.4399,-0.6006,2.8595,4.8405
79.8000,-2.4641,-0.9179,-0.3646,-1.8070,2.8066,-0.7255,0.9048,1.9308,2.3571,1.8332,-2.1435,1.1221,-2.0328,2.4118,-3.0400,2.1263,-2.9875,-1.2931,0.7323,0.1960,-2.8276,-1.9966,-2.2616,-0.5970,2.8382,7.5811
79.9000,-2.6659,-1.0232,-0.5327,-1.6079,2.7218,-0.8401,0.9290,2.1058,2.5744,1.8458,-1.9944,0.9790,-1.8665,2.2633,-3.1313,2.3503,-2.7222,-1.4648,0.8065,0.4261,-3.0568,-2.0930,-2.0833,-0.5934,2.8169,9.7573
80.0000,-2.8678,-1.1286,-0.7008,-1.4088,2.6371,-0.9547,0.9533,2.2809,2.7918,1.8584,-1.8452,0.8360,-1.7002,2.1149,3.0606,2.5743,-2.4569,-1.6365,0.8807,0.6563,2.9972,-2.1895,-1.9051,-0.5899,2.7955,11.1062
80.1000,-3.0697,-1.2339,-0.8689,-1.2097,2.5523,-1.0693,0.9775,2.4560,3.0091,1.8709,-1.6961,0.6929,-1.5339,1.9664,2.9693,2.7983,-2.1915,-1.8082,0.9549,0.8864,2.7680,-2.2860,-1.7268,-0.5863,2.7742,11.5574
80.2000,3.0116,-1.3393,-1.0370,-1.0106,2.4675,-1.1839,1.0017,2.6310,-3.0567,1.8835,-1.5469,0.5499,-1.3676,1.8179,2.8780,3.0223,-1.9262,-1.9798,1.0291,1.1166,2.5388,-2.3824,-1.5485,-0.5827,2.7528,11.1193
80.3000,2.8097,-1.4446,-1.2051,-0.8115,2.3828,-1.2985,1.0260,2.8061,-2.8394,1.8961,-1.3978,0.4069,-1.2013,1.6694,2.7867,-3.0368,-1.6609,-2.1515,1.1034,1.3467,2.3096,-2.4789,-1.3703,-0.5792,2.7315,9.8568
80.4000,2.6078,-1.5500,-1.3733,-0.6124,2.2980,-1.4131,1.0502,2.9811,-2.6220,1.9087,-1.2487,0.2638,-1.0350,1.5209,2.6954,-2.8128,-1.3955,-2.3232,1.1776,1.5769,2.0805,-2.5753,-1.1920,-0.5756,2.7101,7.8850
80.5000,2.4060,-1.6553,-1.5414,-0.4133,2.2132,-1.5276,1.0744,-3.1270,-2.4047,1.9212,-1.0995,0.1208,-0.8687,1.3724,2.6042,-2.5888,-1.1302,-2.4949,1.2518,1.8070,1.8513,-2.6718,-1.0137,-0.5720,2.6888,5.3752
80.6000,2.2041,-1.7607,-1.7095,-0.2142,2.1284,-1.6422,1.0986,-2.9519,-2.1874,1.9338,-0.9504,-0.0223,-0.7024,1.2239,2.5129,-2.3648,-0.8649,-2.6665,1.3260,2.0372,1.6221,-2.7683,-0.8355,-0.5685,2.6674,2.6727
80.7000,2.0022,-1.8661,-1.8776,-0.0151,2.0437,-1.7568,1.1229,-2.7769,-1.9700,1.9464,-0.8013,-0.1653,-0.5361,1.0754,2.4216,-2.1408,-0.5995,-2.8382,1.4002,2.2673,1.3929,-2.8647,-0.6572,-0.5649,2.6461,2.0284
80.8000,1.8003,-1.9714,-2.0457,0.1840,1.9589,-1.8714,1.1471,-2.6018,-1.7527,1.9589,-0.6521,-0.3084,-0.3698,0.9269,2.3303,-1.9168,-0.3342,-3.0099,1.4744,2.4975,1.1637,-2.9612,-0.4789,-0.5613,2.6247,4.7810
80.9000,1.5985,-2.0768,-2.2138,0.3831,1.8741,-1.9860,1.1713,-2.4268,-1.5353,1.9715,-0.5030,-0.4514,-0.2035,0.7784,2.2390,-1.6928,-0.0689,3.1016,1.5487,2.7276,0.9345,-3.0577,-0.3007,-0.5577,2.6034,7.8633
81.0000,1.3966,-2.1821,-2.3820,0.5822,1.7894,-2.1006,1.1956,-2.2517,-1.3180,1.9841,-0.3538,-0.5945,-0.0372,0.6299,2.1477,-1.4688,0.1964,2.9299,1.6229,2.9578,0.7053,3.1291,-0.1224,-0.5542,2.5820,10.7482
81.1000,1.1947,-2.2875,-2.5501,0.7813,1.7046,-2.2152,1.2198,-2.0767,-1.1006,1.9966,-0.2047,-0.7375,0.1291,0.4814,2.0564,-1.2448,0.4618,2.7583,1.6971,-3.0953,0.4761,3.0326,0.0559,-0.5506,2.5607,13.2652
81.2000,0.9928,-2.3928,-2.7182,0.9805,1.6198,-2.3298,1.2440,-1.9016,-0.8833,2.0092,-0.0556,-0.8806,0.2954,0.3329,1.9651,-1.0208,0.7271,2.5866,1.7713,-2.8651,0.2469,2.9361,0.2341,-0.5470,2.5394,15.3220
81.3000,0.7909,-2.4982,-2.8863,1.1796,1.5350,-2.4443,1.2683,-1.7265,-0.6660,2.0218,0.0936,-1.0236,0.4617,0.1844,1.8738,-0.7967,0.9924,2.4149,1.8455,-2.6350,0.0178,2.8397,0.4124,-0.5435,2.5180,16.8865
81.4000,0.5891,-2.6035,-3.0544,1.3787,1.4503,-2.5589,1.2925,-1.5515,-0.4486,2.0344,0.2427,-1.1667,0.6280,0.0359,1.7826,-0.5727,1.2578,2.2432,1.9197,-2.4048,-0.2114,2.7432,0.5907,-0.5399,2.4967,17.9899
81.5000,0.3872,-2.7089,3.0606,1.5778,1.3655,-2.6735,1.3167,-1.3764,-0.2313,2.0469,0.3918,-1.3097,0.7943,-0.1126,1.6913,-0.3487,1.5231,2.0716,1.9940,-2.1747,-0.4406,2.6467,0.7689,-0.5363,2.4753,18.7309
81.6000,0.1853,-2.8142,2.8925,1.7769,1.2807,-2.7881,1.3409,-1.2014,-0.0139,2.0595,0.5410,-1.4528,0.9606,-0.2611,1.6000,-0.1247,1.7884,1.8999,2.0682,-1.9445,-0.6698,2.5503,0.9472,-0.5328,2.4540,19.2728
81.7000,-0.0166,-2.9196,2.7244,1.9760,1.1960,-2.9027,1.3652,-1.0263,0.2034,2.0721,0.6901,-1.5958,1.1269,-0.4096,1.5087,0.0993,2.0538,1.7282,2.1424,-1.7144,-0.8990,2.4538,1.1255,-0.5292,2.4326,19.8273
81.8000,-0.2185,-3.0249,2.5563,2.1751,1.1112,-3.0173,1.3894,-0.8513,0.4208,2.0846,0.8393,-1.7388,1.2932,-0.5581,1.4174,0.3233,2.3191,1.5565,2.2166,-1.4842,-1.1282,2.3573,1.3037,-0.5256,2.4113,20.6133
81.9000,-0.4203,-3.1303,2.3882,2.3742,1.0264,-3.1319,1.4136,-0.6762,0.6381,2.0972,0.9884,-1.8819,1.4595,-0.7066,1.3261,0.5473,2.5844,1.3849,2.2908,-1.2541,-1.3574,2.2609,1.4820,-0.5220,2.3899,21.7974
82.0000,-0.6222,3.0476,2.2201,2.5733,0.9416,3.0367,1.4379,-0.5011,0.8555,2.1098,1.1375,-2.0249,1.6258,-0.8551,1.2348,0.7713,2.8497,1.2132,2.3650,-1.0239,-1.5866,2.1644,1.6603,-0.5185,2.3686,23.4400
82.1000,-0.8241,2.9422,2.0519,2.7724,0.8569,2.9221,1.4621,-0.3261,1.0728,2.1223,1.2867,-2.1680,1.7921,-1.0036,1.1435,0.9953,3.1151,1.0415,2.4393,-0.7938,-1.8158,2.0679,1.8385,-0.5149,2.3472,25.4829
82.2000,-1.0260,2.8369,1.8838,2.9715,0.7721,2.8076,1.4863,-0.1510,1.2901,2.1349,1.4358,-2.3110,1.9584,-1.1521,1.0522,1.2193,-2.9028,0.8698,2.5135,-0.5636,-2.0450,1.9715,2.0168,-0.5113,2.3259,27.7779
82.3000,-1.2279,2.7315,1.7157,-3.1126,0.6873,2.6930,1.5105,0.0240,1.5075,2.1475,1.5849,-2.4541,2.1247,-1.3006,0.9610,1.4433,-2.6374,0.6981,2.5877,-0.3335,-2.2741,1.8750,2.1951,-0.5078,2.3045,30.1342
82.4000,-1.4297,2.6261,1.5476,-2.9135,0.6025,2.5784,1.5348,0.1991,1.7248,2.1601,1.7341,-2.5971,2.2910,-1.4491,0.8697,1.6674,-2.3721,0.5265,2.6619,-0.1033,-2.5033,1.7786,2.3733,-0.5042,2.2832,32.3562
82.5000,-1.6316,2.5208,1.3795,-2.7144,0.5178,2.4638,1.5590,0.3741,1.9422,2.1726,1.8832,-2.7402,2.4573,-1.5976,0.7784,1.8914,-2.1068,0.3548,2.7361,0.1268,-2.7325,1.6821,2.5516,-0.5006,2.2619,34.2664
82.6000,-1.8335,2.4154,1.2114,-2.5153,0.4330,2.3492,1.5832,0.5492,2.1595,2.1852,2.0324,-2.8832,2.6236,-1.7461,0.6871,2.1154,-1.8415,0.1831,2.8103,0.3570,-2.9617,1.5856,2.7299,-0.4970,2.2405,35.7168
82.7000,-2.0354,2.3101,1.0432,-2.3161,0.3482,2.2346,1.6075,0.7243,2.3769,2.1978,2.1815,-3.0263,2.7899,-1.8946,0.5958,2.3394,-1.5761,0.0114,2.8846,0.5871,3.0923,1.4892,2.9081,-0.4935,2.2192,36.5937
82.8000,-2.2372,2.2047,0.8751,-2.1170,0.2635,2.1200,1.6317,0.8993,2.5942,2.2103,2.3306,3.1139,2.9562,-2.0431,0.5045,2.5634,-1.3108,-0.1602,2.9588,0.8173,2.8631,1.3927,3.0864,-0.4899,2.1978,36.8183
82.9000,-2.4391,2.0994,0.7070,-1.9179,0.1787,2.0054,1.6559,1.0744,2.8115,2.2229,2.4798,2.9708,3.1225,-2.1916,0.4132,2.7874,-1.0455,-0.3319,3.0330,1.0474,2.6339,1.2962,-3.0185,-0.4863,2.1765,36.3466
83.0000,-2.6410,1.9940,0.5389,-1.7188,0.0939,1.8908,1.6801,1.2494,3.0289,2.2355,2.6289,2.8278,-2.9944,-2.3401,0.3219,3.0114,-0.7801,-0.5036,3.1072,1.2776,2.4047,1.1998,-2.8403,-0.4828,2.1551,35.1674
83.1000,-2.8429,1.8887,0.3708,-1.5197,0.0091,1.7763,1.7044,1.4245,-3.0370,2.2480,2.7780,2.6847,-2.8281,-2.4886,0.2306,-3.0478,-0.5148,-0.6753,-3.1018,1.5077,2.1755,1.1033,-2.6620,-0.4792,2.1338,33.3002
83.2000,-3.0448,1.7833,0.2027,-1.3206,-0.0756,1.6617,1.7286,1.5995,-2.8196,2.2606,2.9272,2.5417,-2.6618,-2.6371,0.1394,-2.8238,-0.2495,-0.8469,-3.0275,1.7379,1.9463,1.0068,-2.4837,-0.4756,2.1124,30.7929
83.3000,3.0365,1.6780,0.0345,-1.1215,-0.1604,1.5471,1.7528,1.7746,-2.6023,2.2732,3.0763,2.3986,-2.4955,-2.7856,0.0481,-2.5997,0.0159,-1.0186,-2.9533,1.9680,1.7172,0.9104,-2.3055,-0.4721,2.0911,27.7209
83.4000,2.8347,1.5726,-0.1336,-0.9224,-0.2452,1.4325,1.7771,1.9497,-2.3849,2.2857,-3.0577,2.2556,-2.3292,-2.9341,-0.0432,-2.3757,0.2812,-1.1903,-2.8791,2.1982,1.4880,0.8139,-2.1272,-0.4685,2.0697,24.1874
83.5000,2.6328,1.4673,-0.3017,-0.7233,-0.3299,1.3179,1.8013,2.1247,-2.1676,2.2983,-2.9086,2.1126,-2.1629,-3.0826,-0.1345,-2.1517,0.5465,-1.3620,-2.8049,2.4283,1.2588,0.7174,-1.9489,-0.4649,2.0484,20.3299
83.6000,2.4309,1.3619,-0.4698,-0.5242,-0.4147,1.2033,1.8255,2.2998,-1.9502,2.3109,-2.7595,1.9695,-1.9966,3.0521,-0.2258,-1.9277,0.8118,-1.5336,-2.7307,2.6585,1.0296,0.6210,-1.7707,-0.4613,2.0270,16.3410
83.7000,2.2290,1.2566,-0.6379,-0.3251,-0.4995,1.0887,1.8497,2.4748,-1.7329,2.3235,-2.6103,1.8265,-1.8303,2.9036,-0.3171,-1.7037,1.0772,-1.7053,-2.6565,2.8886,0.8004,0.5245,-1.5924,-0.4578,2.0057,12.5300
83.8000,2.0272,1.1512,-0.8060,-0.1260,-0.5843,0.9741,1.8740,2.6499,-1.5156,2.3360,-2.4612,1.6834,-1.6640,2.7551,-0.4084,-1.4797,1.3425,-1.8770,-2.5822,3.1188,0.5712,0.4281,-1.4141,-0.4542,1.9843,9.4892
83.9000,1.8253,1.0459,-0.9742,0.0731,-0.6690,0.8596,1.8982,2.8249,-1.2982,2.3486,-2.3120,1.5404,-1.4977,2.6066,-0.4997,-1.2557,1.6078,-2.0487,-2.5080,-2.9343,0.3420,0.3316,-1.2359,-0.4506,1.9630,8.2714
84.0000,1.6234,0.9405,-1.1423,0.2722,-0.7538,0.7450,1.9224,3.0000,-1.0809,2.3612,-2.1629,1.3973,-1.3314,2.4581,-0.5909,-1.0317,1.8732,-2.2204,-2.4338,-2.7041,0.1128,0.2351,-1.0576,-0.4471,1.9417,9.4688
84.1000,1.4215,0.8352,-1.3104,0.4713,-0.8386,0.6304,1.9467,-3.1081,-0.8635,2.3737,-2.0138,1.2543,-1.1651,2.3096,-0.6822,-0.8077,2.1385,-2.3920,-2.3596,-2.4740,-0.1164,0.1387,-0.8793,-0.4435,1.9203,12.1226
84.2000,1.2196,0.7298,-1.4785,0.6704,-0.9234,0.5158,1.9709,-2.9331,-0.6462,2.3863,-1.8646,1.1112,-0.9988,2.1611,-0.7735,-0.5837,2.4038,-2.5637,-2.2854,-2.2438,-0.3455,0.0422,-0.7011,-0.4399,1.8990,15.1640
84.3000,1.0178,0.6245,-1.6466,0.8695,-1.0081,0.4012,1.9951,-2.7580,-0.4288,2.3989,-1.7155,0.9682,-0.8325,2.0127,-0.8648,-0.3597,2.6692,-2.7354,-2.2112,-2.0137,-0.5747,-0.0543,-0.5228,-0.4363,1.8776,18.0532
84.4000,0.8159,0.5191,-1.8147,1.0687,-1.0929,0.2866,2.0193,-2.5829,-0.2115,2.4114,-1.5664,0.8251,-0.6662,1.8642,-0.9561,-0.1356,2.9345,-2.9071,-2.1369,-1.7835,-0.8039,-0.1507,-0.3445,-0.4328,1.8563,20.5253
84.5000,0.6140,0.4138,-1.9829,1.2678,-1.1777,0.1720,2.0436,-2.4079,0.0058,2.4240,-1.4172,0.6821,-0.4999,1.7157,-1.0474,0.0884,-3.0834,-3.0787,-2.0627,-1.5534,-1.0331,-0.2472,-0.1663,-0.4292,1.8349,22.4322
84.6000,0.4121,0.3084,-2.1510,1.4669,-1.2624,0.0574,2.0678,-2.2328,0.2232,2.4366,-1.2681,0.5390,-0.3336,1.5672,-1.1387,0.3124,-2.8180,3.0328,-1.9885,-1.3232,-1.2623,-0.3437,0.0120,-0.4256,1.8136,23.6866
84.7000,0.2102,0.2031,-2.3191,1.6660,-1.3472,-0.0571,2.0920,-2.0578,0.4405,2.4492,-1.1189,0.3960,-0.1673,1.4187,-1.2300,0.5364,-2.5527,2.8611,-1.9143,-1.0931,-1.4915,-0.4401,0.1902,-0.4221,1.7922,24.2427
84.8000,0.0084,0.0977,-2.4872,1.8651,-1.4320,-0.1717,2.1163,-1.8827,0.6579,2.4617,-0.9698,0.2530,-0.0010,1.2702,-1.3213,0.7604,-2.2874,2.6894,-1.8401,-0.8629,-1.7207,-0.5366,0.3685,-0.4185,1.7709,24.0892
84.9000,-0.1935,-0.0076,-2.6553,2.0642,-1.5168,-0.2863,2.1405,-1.7077,0.8752,2.4743,-0.8207,0.1099,0.1653,1.1217,-1.4125,0.9844,-2.0220,2.5177,-1.7659,-0.6328,-1.9499,-0.6331,0.5468,-0.4149,1.7495,23.2458
85.0000,-0.3954,-0.1130,-2.8234,2.2633,-1.6015,-0.4009,2.1647,-1.5326,1.0926,2.4869,-0.6715,-0.0331,0.3316,0.9732,-1.5038,1.2084,-1.7567,2.3461,-1.6916,-0.4026,-2.1791,-0.7295,0.7250,-0.4114,1.7282,21.7609
85.1000,-0.5973,-0.2184,-2.9916,2.4624,-1.6863,-0.5155,2.1890,-1.3575,1.3099,2.4994,-0.5224,-0.1762,0.4979,0.8247,-1.5951,1.4324,-1.4914,2.1744,-1.6174,-0.1725,-2.4083,-0.8260,0.9033,-0.4078,1.7068,19.7083
85.2000,-0.7992,-0.3237,3.1235,2.6615,-1.7711,-0.6301,2.2132,-1.1825,1.5272,2.5120,-0.3733,-0.3192,0.6642,0.6762,-1.6864,1.6564,-1.2261,2.0027,-1.5432,0.0577,-2.6374,-0.9224,1.0816,-0.4042,1.6855,17.1831
85.3000,-1.0010,-0.4291,2.9554,2.8606,-1.8558,-0.7447,2.2374,-1.0074,1.7446,2.5246,-0.2241,-0.4623,0.8305,0.5277,-1.7777,1.8804,-0.9607,1.8310,-1.4690,0.2878,-2.8666,-1.0189,1.2598,-0.4006,1.6642,14.2969
85.4000,-1.2029,-0.5344,2.7873,3.0597,-1.9406,-0.8593,2.2616,-0.8324,1.9619,2.5371,-0.0750,-0.6053,0.9968,0.3792,-1.8690,2.1044,-0.6954,1.6594,-1.3948,0.5180,-3.0958,-1.1154,1.4381,-0.3971,1.6428,11.1710
85.5000,-1.4048,-0.6398,2.6192,-3.0244,-2.0254,-0.9738,2.2859,-0.6573,2.1793,2.5497,0.0742,-0.7484,1.1631,0.2307,-1.9603,2.3285,-0.4301,1.4877,-1.3205,0.7481,2.9582,-1.2118,1.6164,-0.3935,1.6215,7.9293
85.6000,-1.6067,-0.7451,2.4511,-2.8253,-2.1102,-1.0884,2.3101,-0.4823,2.3966,2.5623,0.2233,-0.8914,1.3294,0.0822,-2.0516,2.5525,-0.1647,1.3160,-1.2463,0.9783,2.7290,-1.3083,1.7946,-0.3899,1.6001,4.6916
